id,name,sort_name,type,gender,country,life_span_begin,life_span_end,disambiguation,score
a35237a0-4f47-40a6-b6f3-1e786db23402,Rod Stewart,"Stewart, Rod",Person,male,GB,1945-01-10,,,73
4f8ef4a3-40fa-46b5-8773-97686a8424f4,Édith Piaf,"Piaf, Édith",Person,female,FR,1915-12-19,1963-10-11,,73
b5c2fdfc-d037-45b8-84f9-09ebb7ff8aa1,Cliff Richard,"Richard, Cliff",Person,male,GB,1940-10-14,,,73
b29a3b55-785c-4072-9daf-0153cac864b6,Jean‐Philippe Rameau,"Rameau, Jean‐Philippe",Person,male,FR,1683-09-25,1764-09-12,French composer of the Baroque era,73
f1548c5b-329e-4036-921c-02213a04b525,Uriah Heep,Uriah Heep,Group,,GB,1970,,British prog/hard rock,73
c376498a-cdf6-422b-9055-3fce84424402,近藤浩治,"Kondo, Koji",Person,male,JP,1961-08-13,,Nintendo composer,73
8be0594f-8c13-46bb-ab06-f93ffba5c776,Tony Bennett,"Bennett, Tony",Person,male,US,1926-08-03,2023-07-21,US jazz/standards vocalist,73
38712b4c-0fd4-4c65-8c7a-45676fecc973,London Symphony Orchestra,London Symphony Orchestra,Orchestra,,GB,1904,,,73
b7539c32-53e7-4908-bda3-81449c367da6,Lana Del Rey,"Del Rey, Lana",Person,female,US,1985-06-21,,,73
2c89e930-7769-403f-8145-f215bb8fb5ba,Bibi Blocksberg,"Blocksberg, Bibi",Character,female,DE,1980,,fictitious artist,73
20e903b8-4b5f-414a-a467-dd6e46933d3e,Udo Jürgens,"Jürgens, Udo",Person,male,AT,1934-09-30,2014-12-21,"Austrian–Swiss composer, singer and songwriter",73
9df7ddfb-75fe-4470-9269-5810d9263b09,HOYO-MiX,HOYO-MiX,Group,,CN,2011,,,73
068bd7ab-c38e-4fae-8ed2-cb0c153ed68f,Carl Perkins,"Perkins, Carl",Person,male,US,1932-04-09,1998-01-19,American pioneer of rockabilly music,73
95c2339b-8277-49a6-9aaf-08d8eeeaa0be,Little Richard,Little Richard,Person,male,US,1932-12-05,2020-05-09,,73
4e60a56a-514a-4a19-a3cc-49927c96b3cb,Edward Elgar,"Elgar, Edward",Person,male,GB,1857-06-02,1934-02-23,composer,73
87c5dedd-371d-4a53-9f7f-80522fb7f3cb,Björk,Björk,Person,female,IS,1965-11-21,,,73
3db5dfb1-1b91-4038-8268-ae04d15b6a3e,Doris Day,"Day, Doris",Person,female,US,1922-04-03,2019-05-13,,73
45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,"Spears, Britney",Person,female,US,1981-12-02,,,73
e928d534-ce5b-436f-9186-598f9e7baa1f,Heino,Heino,Person,male,DE,1938-12-13,,German Schlager and Volksmusik singer,73
46a098f3-272d-4bec-9746-67e8ab48ed40,Agatha Christie,"Christie, Agatha",Person,female,GB,1890-09-15,1976-01-12,English writer,73
a41ac10f-0a56-4672-9161-b83f9b223559,Van Morrison,"Morrison, Van",Person,male,,1945-08-31,,,73
fa39bc82-9b27-4bbb-9425-d719a72e09ac,Leonard Bernstein,"Bernstein, Leonard",Person,male,US,1918-08-25,1990-10-14,,73
9f18e7f6-08e8-4b85-a5d9-070a60ee522a,中森明菜,"Nakamori, Akina",Person,female,JP,1965-07-13,,,73
be540c02-7898-4b79-9acc-c8122c7d9e83,Pet Shop Boys,Pet Shop Boys,Group,,GB,1981-08-19,,,73
c7cf4584-bfb1-4cf5-be41-aef384310bbb,The Shadows,"Shadows, The",Group,,GB,1959-10,,British pop/rock band that once backed Cliff Richard,73
31e7bab6-66ce-4aa5-87f0-0333c4b6c5d2,Jean C. Roché,"Roché, Jean C.",Person,male,FR,1931-05-11,,,73
4a2e0104-e6ea-42ec-9399-1f670418c134,Agathocles,Agathocles,Group,,BE,1985,,Belgian grindcore,73
83e71a21-caf7-4e48-8ff7-6512d51e88a3,Henry Mancini,"Mancini, Henry",Person,male,US,1924-04-16,1994-06-14,"US composer, conductor & arranger",73
b7b9f742-8de0-44fd-afd3-fa536701d27e,Brandon Sanderson,"Sanderson, Brandon",Person,male,,1975-12-19,,US author,73
1d5b9aab-a247-4f23-bac5-479c559b9fe0,John Grisham,"Grisham, John",Person,male,US,1955-02-08,,,73
95c7a1d1-5cfd-41d5-99f9-0611262de8e1,Domenico Scarlatti,"Scarlatti, Domenico",Person,male,IT,1685-10-26,1757-07-23,composer,73
9a33a7ad-f725-473a-b50a-1d1796183af1,Claudio Monteverdi,"Monteverdi, Claudio",Person,male,IT,1567-05-15,1643-11-29,"Italian renaissance and baroque composer, choirmaster and string player",73
6b335658-22c8-485d-93de-0bc29a1d0349,Judas Priest,Judas Priest,Group,,GB,1969,,,73
44c64a30-1d58-49c5-b314-6e02fba49526,久石譲,"Hisaishi, Joe",Person,male,JP,1950-12-06,,composer & musical director,73
1f27d918-b658-4918-aa18-80897433e14b,Peter Alexander,"Alexander, Peter",Person,male,AT,1926-06-30,2011-02-12,"Austrian singer, actor, entertainer and showmaster",73
572fa1e9-ab3f-4d65-88db-3152ae1d347b,Lord Poozix,Lord Poozix,Person,male,,,,,73
1c328689-cb05-41df-993d-1061ed705fc1,Johannes Steck,"Steck, Johannes",Person,male,DE,1966-03-15,,German actor and reader,73
d87e52c5-bb8d-4da8-b941-9f4928627dc8,ABBA,ABBA,Group,,SE,1972-09,1982,Swedish pop group,73
1ee18fb3-18a6-4c7f-8ba0-bc41cdd0462e,Stevie Wonder,"Wonder, Stevie",Person,male,US,1950-05-13,,,73
d5da1841-9bc8-4813-9f89-11098090148e,The Fall,"Fall, The",Group,,GB,1976,2018,English post‐punk group founded by Mark E. Smith,73
d352f5dd-3023-4565-a7bb-52396bf8821d,Buddy Holly,"Holly, Buddy",Person,male,US,1936-09-07,1959-02-03,1950s rock & roll singer‐songwriter,73
ed801bdd-f057-41c0-94fb-76cb5676cd59,Oscar Peterson,"Peterson, Oscar",Person,male,CA,1925-08-15,2007-12-23,Canadian jazz pianist and composer,73
9bffb20c-dd17-4895-9fd1-4e73e888d799,モーニング娘。,Morning Musume.,Group,,JP,1997-11-03,,,73
980ee2d8-2ee9-407b-b48e-48360fbc7437,Andrew Lloyd Webber,"Lloyd Webber, Andrew",Person,male,GB,1948-03-22,,English composer and impresario of musical theatre,73
8e66ea2b-b57b-47d9-8df0-df4630aeb8e5,Peter Gabriel,"Gabriel, Peter",Person,male,GB,1950-02-13,,formerly of Genesis,72
f6486fc7-90ef-48ad-8ca3-905af1354afe,Carl Philipp Emanuel Bach,"Bach, Carl Philipp Emanuel",Person,male,DE,1714-03-08,1788-12-14,German classical composer,72
64b94289-9474-4d43-8c93-918ccc1920d1,Billy Joel,"Joel, Billy",Person,male,US,1949-05-09,,American singer-songwriter and pianist,72
650e7db6-b795-4eb5-a702-5ea2fc46c848,Lady Gaga,Lady Gaga,Person,female,US,1986-03-28,,,72
39ab1aed-75e0-4140-bd47-540276886b60,Oasis,Oasis,Group,,GB,1991,,Noel & Liam Gallagher,72
b2cc8903-0077-4bef-8454-ac5cef53d126,The Ventures,"Ventures, The",Group,,US,1958,,,72
2167935f-196b-42ce-9708-52d5731f2650,Die drei !!!,"drei !!!, Die",Other,,DE,2006,,fictitious artist,72
e9ed318d-8cc5-4cf8-ab77-505e39ab6ea4,Douglas Adams,"Adams, Douglas",Person,male,GB,1952-03-11,2001-05-11,English author,72
18c0f3f1-8180-4082-8841-47d557d18c32,Michael Schwarzmaier,"Schwarzmaier, Michael",Person,male,DE,1940-09-11,,,72
a42d3fd5-55de-4206-86c3-4fbb5404018f,Neil Diamond,"Diamond, Neil",Person,male,US,1941-01-24,,,72
b6b2bb8d-54a9-491f-9607-7b546023b433,Pixies,Pixies,Group,,US,1986,,,72
b625448e-bf4a-41c3-a421-72ad46cdb831,John Coltrane,"Coltrane, John",Person,male,US,1926-09-23,1967-07-17,,72
8f2422ab-0ec6-4c92-80c4-afe9622fab32,Stan Getz,"Getz, Stan",Person,male,US,1927-02-02,1991-06-06,,72
1d543e07-d0d2-4834-a8db-d65c50c2a856,Dolly Parton,"Parton, Dolly",Person,female,US,1946-01-19,,,72
d201e6c0-103d-4a9a-9969-909bd421ddad,The Dubliners,"Dubliners, The",Group,,IE,1962,2012,,72
0c321fba-7d1d-4d48-b99a-1e4811970d26,Mireille Mathieu,"Mathieu, Mireille",Person,female,FR,1946-07-22,,,72
a1633a05-06e8-4cbb-a5b3-92ca51fe8a1b,Astral & Shit,Astral & Shit,Person,male,,,,experimental/sound art/noise/drone/ambient producer Ivan Gomzikov,72
634650ff-6a05-450f-8e44-8669b648bff8,Dan Brown,"Brown, Dan",Person,male,US,1964-06-22,,US novelist,72
5b24fbab-c58f-4c37-a59d-ab232e2d98c4,Danny Elfman,"Elfman, Danny",Person,male,US,1953-05-29,,American singer and score composer,72
cc197bad-dc9c-440d-a5b5-d52ba2e14234,Coldplay,Coldplay,Group,,GB,1996-09,,,72
c1aa2ec9-53e7-4d90-8d36-bac75832e986,The Supremes,"Supremes, The",Group,,US,1961-01-15,1977-06-12,60s/70s Motown singing group,72
bf6c29f5-b69f-4842-9031-37f9645d365d,Carole King,"King, Carole",Person,female,US,1942-02-09,,,72
3f5be744-e867-42fb-8913-5fd69e4099b5,Chicago,Chicago,Group,,US,1967,,American pop rock/jazz fusion band,72
4dbf5678-7a31-406a-abbe-232f8ac2cd63,Bryan Adams,"Adams, Bryan",Person,male,CA,1959-11-05,,Canadian singer/songwriter,72
274774a7-1cde-486a-bc3d-375ec54d552d,Hector Berlioz,"Berlioz, Hector",Person,male,FR,1803-12-11,1869-03-08,French composer,72
0b3ee6cd-a2df-4144-adf9-7807ee7ecc4f,Carl Orff,"Orff, Carl",Person,male,DE,1895-07-10,1982-03-29,composer,72
92bc25ee-decc-4d83-9932-e1b4bd20a749,Die drei ??? Kids,"drei ??? Kids, Die",Other,not applicable,DE,2006,,fictitious artist,72
8c9b336e-acc8-4e20-9195-6ed0634da9fc,The Residents,"Residents, The",Group,,US,1966,,avant‐garde experimental group,72
2d8ef80b-e23c-48d1-9894-be8bd7ac0cee,Paul Dinletir,"Dinletir, Paul",Person,male,US,,,production music [audiomachine],72
5c5cb762-d95e-47af-a7bf-35171eeab8e6,鄧麗君,"Teng, Teresa",Person,female,TW,1953-01-29,1995-05-08,,72
7944ed53-2a58-4035-9b93-140a71e41c34,Sting,Sting,Person,male,,1951-10-02,,"singer, songwriter & member of The Police",72
8c90ad8c-9150-4c51-a1eb-342232e99d06,The Band,"Band, The",Group,,CA,1967-09,1999-12,Canadian-American rock band,72
37a39d6d-312d-48e8-be32-7429e8286b4f,Achim Buch,"Buch, Achim",Person,male,DE,1963,,German actor and voice actor,72
183d6ef6-e161-47ff-9085-063c8b897e97,They Might Be Giants,They Might Be Giants,Group,,US,1982,,,72
b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Eminem,Eminem,Person,male,US,1972-10-17,,US rapper,72
8f92558c-2baa-4758-8c38-615519e9deda,The Clash,"Clash, The",Group,,GB,1976,1986,70s–80s British punk rock band,72
3fb55c03-3ad9-4341-8d0b-7c4c49aefca0,The Platters,"Platters, The",Group,,US,1953,,,72
1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,Duran Duran,Duran Duran,Group,,GB,1978,,English rock band,72
c3aeb863-7b26-4388-94e8-5a240f2be21b,Tom Waits,"Waits, Tom",Person,male,US,1949-12-07,,,72
8bfac288-ccc5-448d-9573-c33ea2aa5c30,Red Hot Chili Peppers,Red Hot Chili Peppers,Group,,US,1983,,,72
063d55df-b06e-4880-8427-5b392fdf9dd1,creative_reality17,creative_reality17,,,,,,"vaporwave, ambien, electronic",72
ef013257-e584-410e-88e8-05ea9ae9ea3a,松田聖子,"Matsuda, Seiko",Person,female,JP,1962-03-10,,,72
4b585938-f271-45e2-b19a-91c634b5e396,Kate Bush,"Bush, Kate",Person,female,,1958-07-30,,,72
7bb60591-46f3-4147-b692-1814a87e832e,Barry Manilow,"Manilow, Barry",Person,male,US,1943-06-17,,,72
9e2d3f58-0653-4007-bcb7-1746fcdd9363,The Drifters,"Drifters, The",Group,,US,1953-05,,US doo wop/R&B vocal group,72
dfef6389-e2a6-4603-83d9-03b321ef785d,Barrie Gledden,"Gledden, Barrie",Person,male,GB,,,,72
5dfa70d0-d170-4b5d-a901-e6c2edc96dd1,Vladimir Cosma,"Cosma, Vladimir",Person,male,FR,1940-04-13,,"French-Romanian composer, conductor and violinist",72
d6ed7887-a401-47a8-893c-34b967444d26,Ramones,Ramones,Group,,US,1974-01,1996-08-06,US punk rock band,72
0c502791-4ee9-4c5f-9696-0602b721ff3b,Electric Light Orchestra,Electric Light Orchestra,Group,,GB,1970,2025-07-13,British rock group,72
40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,The Smiths,"Smiths, The",Group,,GB,1982,1987,1980s English rock band,72
2841d983-f8c3-432a-af02-7407a84580a8,Merzbow,Merzbow,Group,,JP,1979,,Japanese noise project,72
9d1ebcfe-4c15-4d18-95d3-d919898638a1,Lou Reed,"Reed, Lou",Person,male,US,1942-03-02,2013-10-27,,72
e280268a-a5ab-4bb0-be4d-ec470ca59131,Astor Piazzolla,"Piazzolla, Astor",Person,male,AR,1921-03-11,1992-07-04,composer and bandoneón player,72
d4305549-6b4e-4a57-b24d-8af0743fe191,The Hollies,"Hollies, The",Group,,GB,1963,,,72
d770374d-05e9-4ed3-a068-3fbd4e6e4dd6,Wiener Philharmoniker,Wiener Philharmoniker,Orchestra,,AT,1842,,,72
a3546087-fe59-47d3-a3a8-42d58e2573c7,Arcangelo Corelli,"Corelli, Arcangelo",Person,male,IT,1653-02-17,1713-01-08,Italian baroque composer and violinist,72
9b127d23-f877-4541-83cd-44f46393dfb7,鷺巣詩郎,"Sagisu, Shirō",Person,male,JP,1957-08-29,,anime & film music composer,71
96843ba2-97ec-4120-8c25-044e001e95ed,7 Minutes of Nausea,7 Minutes of Nausea,Group,,AU,1985,,Australian noisecore,71
d385947d-c00d-4311-9cf1-a032a1d4040b,Dinah Washington,"Washington, Dinah",Person,female,US,1924-08-29,1963-12-14,,71
fa19a8b6-e7f4-40d4-af15-7a7c41ac7d8f,Gabriel Fauré,"Fauré, Gabriel",Person,male,FR,1845-05-12,1924-11-04,French composer,71
b3933fd6-fba9-44b1-992a-1e8128324ca1,下村陽子,"Shimomura, Yōko",Person,female,JP,1967-10-19,,video game composer,71
1bf5c15f-692d-44cf-b136-4d36815f6149,Vicky Leandros,"Leandros, Vicky",Person,female,GR,1952-08-23,,,71
5e1ef22b-310a-46ad-885b-4897b8c9c85a,Francis Poulenc,"Poulenc, Francis",Person,male,FR,1899-01-07,1963-01-30,French composer and pianist,71
9debb4c3-dc10-440f-9c96-b777d51ea998,Anton Bruckner,"Bruckner, Anton",Person,male,AT,1824-09-04,1896-10-11,composer,71
6c790bba-0ca6-44ca-8334-d1cd9c860eb1,WadeLen,WadeLen,Person,male,,,,,71
43b58c98-3779-4b04-9a23-1c95cca3a145,Erasure,Erasure,Group,,GB,1985,,,71
65d01cb1-9c04-44f0-b554-3de17851c75c,Birgitta Assheuer,"Assheuer, Brigitta",Person,female,DE,,,,71
65744963-191a-44ef-a3c7-b693a808a158,George Gershwin,"Gershwin, George",Person,male,US,1898-09-26,1937-07-11,composer,71
b925a474-d245-4217-bc13-2e153d82bebb,Goose,Goose,Group,,US,2014,,"Norwalk, Connecticut jam band",71
3b829056-d975-4ae7-be3c-20661ce980e8,Vicente Fernández,"Fernández, Vicente",Person,male,MX,1940-02-17,2021-12-12,Mexican singer,71
506aa5b0-c6fb-4a69-8dd3-f06a369d5abc,Howard Carpendale,"Carpendale, Howard",Person,male,DE,1946-01-14,,,71
084308bd-1654-436f-ba03-df6697104e19,Green Day,Green Day,Group,,US,1989,,,71
2469950a-f0ca-425a-bfbc-baf55ea3afde,Kool & the Gang,Kool & the Gang,Group,,US,1964,,,71
5f264b87-d5f6-487d-aa3e-ae4c5f0c6fc9,Charles Aznavour,"Aznavour, Charles",Person,male,FR,1924-05-22,2018-10-01,,71
b5b5afdc-a758-400b-8f0b-6952d710fcda,Claudio Nuñez,"Nuñez, Claudio",Person,male,,1959,,,71
885f0f99-e945-4181-9990-bff2762ef9b8,The Count Basie Orchestra,"Basie, Count, Orchestra, The",Group,,US,1935,,,71
dbbe9d1b-08bb-47c3-b099-348c0be218e5,Tad Williams,"Williams, Tad",Person,male,US,1957-03-14,,,71
1c7b3786-b99a-40ab-81e4-f3056da19e13,Ike & Tina Turner,"Turner, Ike & Tina",Group,,,1960,1976,US rock & soul duo,71
cc176443-7da6-420b-9d90-edbcb4d8f978,Tom Clancy,"Clancy, Tom",Person,male,US,1947-04-12,2013-10-01,American novelist,71
6784ee31-6d79-4a37-9e1f-01d6ef31940e,Dionne Warwick,"Warwick, Dionne",Person,female,US,1940-12-12,,,71
847e8a0c-cc20-4213-9e16-975515c2a926,Céline Dion,"Dion, Céline",Person,female,CA,1968-03-30,,,71
ad82dd72-0df3-4a09-8d7a-1af9c9e80522,Patsy Cline,"Cline, Patsy",Person,female,US,1932-09-08,1963-03-05,,71
72359492-22be-4ed9-aaa0-efa434fb2b01,The Allman Brothers Band,"Allman Brothers Band, The",Group,,US,1969-03-26,2014-10-28,,71
48896dee-a985-424d-9849-84802f7e79c9,Johnny Mathis,"Mathis, Johnny",Person,male,US,1935-09-30,,US pop/soul singer,71
ebe42a0b-6a6f-4eb6-b436-5c0f351d96f3,Владимир Высоцкий,"Vysotsky, Vladimir",Person,male,SU,1938-01-25,1980-07-25,Russian singer-songwriter,71
2819834e-4e08-47b0-a2c4-b7672318e8f0,The Byrds,"Byrds, The",Group,,US,1964,1973,American rock band,71
535afeda-2538-435d-9dd1-5e10be586774,"Earth, Wind & Fire","Earth, Wind & Fire",Group,,US,1969,,,71
f1106b17-dcbb-45f6-b938-199ccfab50cc,New Order,New Order,Group,,GB,1980,,UK synth pop band,71
86523090-6085-42c1-80b7-772f1bc80472,François Couperin,"Couperin, François",Person,male,FR,1668-11-10,1733-09-11,French composer of the Baroque era,71
b5179744-f217-4455-9d8b-17b8d4fdeb93,Buckethead,Buckethead,Person,male,US,1969-05-13,,guitarist,71
a2019e51-9ce1-4c14-98d0-25428761e9f0,Benny Goodman and His Orchestra,"Goodman, Benny and His Orchestra",Orchestra,,US,,,,71
7249b899-8db8-43e7-9e6e-22f1e736024e,Def Leppard,Def Leppard,Group,,GB,1977,,,71
5cc9cce8-5d13-44de-8492-87ec0e5f8749,Twinkle Twinkle Little Rock Star,Twinkle Twinkle Little Rock Star,Group,,,,,,71
191de76f-a224-445d-b041-54df16d65bf7,The Yardbirds,"Yardbirds, The",Group,,GB,1963,,,71
4d2956d1-a3f7-44bb-9a41-67563e1a0c94,Blondie,Blondie,Group,,US,1974,,US rock band,71
109958eb-a335-4c5e-907e-597ff4c6af46,Creedence Clearwater Revival,Creedence Clearwater Revival,Group,,US,1959,1972,,71
e1a81f67-996b-418a-9784-ceddae596458,John Sinclair,"Sinclair, John",Character,male,DE,1981,,Geisterjäger John Sinclair,71
679ec43c-bc04-4bb0-b619-2da702a214ba,James Horner,"Horner, James",Person,male,US,1953-08-14,2015-06-22,American score composer,71
9f23b139-e3b7-49c4-b17c-460c5d50ae52,Freddy Quinn,"Quinn, Freddy",Person,male,DE,1931-09-27,,Austrian singer and actor,71
aeb71bd8-447d-4415-8ea1-2b7d664f67e1,Lata Mangeshkar,"Mangeshkar, Lata",Person,female,IN,1929-09-28,2022-02-06,Indian singer,71
56cd15a1-0d74-438b-8244-c96ffe1cae03,Barbra Streisand,"Streisand, Barbra",Person,female,US,1942-04-24,,,71
19585101-8735-4df6-bc77-c3435862f303,Terry Devine-King,"Devine-King, Terry",Person,male,GB,,,production music,71
d8df96ae-8fcf-4997-b3e6-e5d1aaf0f69e,The Temptations,"Temptations, The",Group,,US,1960,,Motown soul vocal group,71
1a46826b-4d73-4e04-8590-f36c9d832f9e,Waylon Jennings,"Jennings, Waylon",Person,male,US,1937-06-15,2002-02-13,US country musician,71
ee58c59f-8e7f-4430-b8ca-236c4d3745ae,Alice Cooper,"Cooper, Alice",Person,male,US,1948-02-04,,"the musician born Vincent Damon Furnier, changed his name legally to Alice Cooper in 1974",71
dc9890f2-31b3-4c58-87ab-3354882218e6,Reinhard Kuhnert,"Kuhnert, Reinhard",Person,male,DE,1945,,,71
fd09d776-ddfd-4558-afe7-814420d704ed,Karlheinz Stockhausen,"Stockhausen, Karlheinz",Person,male,DE,1928-08-22,2007-12-05,composer,71
3207a596-387d-47af-9d37-0200735c64a5,Bibi & Tina,Bibi & Tina,Other,,,,,fictitious artist,71
18b23026-ed29-445a-9bb4-4e86598ab5a9,Mylène Farmer,"Farmer, Mylène",Person,female,FR,1961-09-12,,,71
f2fb0ff0-5679-42ec-a55c-15109ce6e320,Die Ärzte,"Ärzte, Die",Group,,DE,1982,,,71
b8549efe-f4fd-4dc0-8ef1-226e9c400233,The Monkees,"Monkees, The",Group,,US,1966,1970,,71
f41490ce-fe39-435d-86c0-ab5ce098b423,Simple Minds,Simple Minds,Group,,GB,1977,,Scottish rock band,71
947163f5-f306-4d78-a316-8c3fb317ae50,Tennessee Ernie Ford,"Ford, Tennessee Ernie",Person,male,US,1919-02-13,1991-10-17,,71
f4c53778-e48d-4da4-9ddd-cc007f715d64,Alan Silvestri,"Silvestri, Alan",Person,male,US,1950-03-26,,American score composer,71
f59c5520-5f46-4d2c-b2c4-822eabf53419,Linkin Park,Linkin Park,Group,,US,1996,,American rock band,71
309c62ba-7a22-4277-9f67-4a162526d18a,Beck,Beck,Person,male,US,1970-07-08,,"alt rock, multi‐instrumentalist Beck Hansen",71
60d41417-feda-4734-bbbf-7dcc30e08a83,Diana Ross,"Ross, Diana",Person,female,US,1944-03-26,,,71
67e47f12-5257-47d9-8050-96239a05de65,Adventures in Odyssey,Adventures in Odyssey,Other,not applicable,US,1987,,,71
dea28aa9-1086-4ffa-8739-0ccc759de1ce,Berliner Philharmoniker,Berliner Philharmoniker,Orchestra,,,1882,,,71
c4df30f5-5487-4806-9189-b69c9f27532c,Carly Simon,"Simon, Carly",Person,female,US,1943-06-25,,,71
5d02f264-e225-41ff-83f7-d9b1f0b1874a,Simon & Garfunkel,Simon & Garfunkel,Group,,US,1963,1970,,71
8e8c7417-c905-46b1-b42a-5260b4274ed4,Thelonious Monk,"Monk, Thelonious",Person,male,US,1917-10-10,1982-02-17,,71
28503ab7-8bf2-4666-a7bd-2644bfc7cb1d,Dream Theater,Dream Theater,Group,,US,1985,,,71
aab5c954-cabe-432e-899e-1c4f99757327,Toto,Toto,Group,,US,1977,,US rock group,71
774666d2-2064-4d6c-856c-f8cda0aaf9f0,The Moody Blues,"Moody Blues, The",Group,,GB,1964,2018,,71
6c85f4c3-026c-4c16-9a7c-f546f42ed0fb,Guided by Voices,Guided by Voices,Group,,US,1983,,,71
9e0e2b01-41db-4008-bd8b-988977d6019a,The Police,"Police, The",Group,,GB,1977,2008,British rock band,71
7805e018-4db0-46f9-96a6-8607995c26a8,田中公平,"Tanaka, Kohei",Person,male,JP,1954-02-14,,,71
5c176092-cb4d-4e05-806b-1e9414f2b28c,101 Strings,101 Strings,Orchestra,,US,1957,1981,,71
05ec70a5-3858-4346-a649-fda0a297b8c1,Shirley Bassey,"Bassey, Shirley",Person,female,,1937-01-08,,Welsh singer,70
3f32adc0-3b6f-44c6-b77a-be63f3335d0b,"Nintendo Co., Ltd.",Nintendo,,,,,,,70
d3b2711f-2baa-441a-be95-14945ca7e6ea,Roxette,Roxette,Group,,SE,1986,,Swedish pop rock duo,70
b665b768-0d83-4363-950c-31ed39317c15,Van Halen,Van Halen,Group,,US,1972,2019-09-30,American hard rock band,70
67e344da-ec54-4e26-b2a4-8351d744a14c,梶浦由記,"Kajiura, Yuki",Person,female,JP,1965-08-06,,,70
494e8d09-f85b-4543-892f-a5096aed1cd4,Mariah Carey,"Carey, Mariah",Person,female,US,1969-03-27,,,70
0baceb7b-6237-48c4-9550-3a02e9a71f44,Richard Clayderman,"Clayderman, Richard",Person,male,FR,1953-12-28,,,70
817c68f4-e110-4529-82fa-aec902e9768f,Alan Menken,"Menken, Alan",Person,male,US,1949-07-22,,,70
b8ecf204-6be8-4041-ab11-6d9971ea2711,Gaetano Donizetti,"Donizetti, Gaetano",Person,male,IT,1797-11-29,1848-04-08,Italian opera composer,70
4f3b96ed-f1f1-4a68-be73-0e0657837096,Ralph Vaughan Williams,"Vaughan Williams, Ralph",Person,male,GB,1872-10-12,1958-08-26,English composer,70
b21ef19b-c6aa-4775-90d3-3cc3e067ce6d,Serge Gainsbourg,"Gainsbourg, Serge",Person,male,FR,1928-04-02,1991-03-02,,70
5dedf5cf-a598-4408-9556-3bf3f149f3ba,Whitesnake,Whitesnake,Group,,GB,1978,,,70
b244d6a2-899f-4b47-a164-faae8c65b056,Markus Heitz,"Heitz, Markus",Person,male,DE,1971-10-10,,,70
57cb4257-9855-4a42-b1be-bfba1d9b520d,Andy Williams,"Williams, Andy",Person,male,US,1927-12-03,2012-09-25,US pop/jazz vocalist,70
9639cd52-c351-4a17-9797-58880e95a7ef,The Mountain Goats,"Mountain Goats, The",Group,,US,1991,,,70
ba853904-ae25-4ebb-89d6-c44cfbd71bd2,Blur,Blur,Group,,GB,1990,,UK alternative rock band,70
9beb62b2-88db-4cea-801e-162cd344ee53,Beastie Boys,Beastie Boys,Group,,US,1979,2014,,70
057b94ea-0e49-4f77-9c45-38260737881c,Preston & Child,Preston & Child,Group,,US,,,,70
a81259a0-a2f5-464b-866e-71220f2739f1,ZZ Top,ZZ Top,Group,,US,1969,,,70
be547bca-8718-4762-bf1b-34a3bdb4938f,AKB48,AKB48,Group,,JP,2005-12-08,,,70
74cad662-0eb6-4044-908e-04680457957a,Bernard Herrmann,"Herrmann, Bernard",Person,male,US,1911-06-29,1975-12-24,composer,70
ca5b38c2-f39d-45a4-ad3d-daf4448846ef,Howlin’ Wolf,Howlin’ Wolf,Person,male,US,1910-06-10,1976-01-10,,70
2c2add7c-9a99-4812-a20e-870d331f01fd,Marty Robbins,"Robbins, Marty",Person,male,US,1925-09-26,1982-12-08,,70
a4eba7b5-aceb-4acf-b297-3c0a3cd42757,Александр Николаевич Скрябин,"Scriabin, Alexander Nikolayevich",Person,male,RU,1872-01-06,1915-04-27,pianist and composer,70
a7f7df4a-77d8-4f12-8acd-5c60c93f4de8,坂本龍一,"Sakamoto, Ryuichi",Person,male,JP,1952-01-17,2023-03-28,"Japanese composer, pianist, singer, songwriter",70
f46bd570-5768-462e-b84c-c7c993bbf47e,Eagles,Eagles,Group,,US,1971,,US country rock band,70
d8451fb8-74d0-4509-a242-6f683641234b,The City of Prague Philharmonic Orchestra,"City of Prague Philharmonic Orchestra, The",Orchestra,,CZ,1947,,,70
1ae51eb3-4c6a-4e47-8193-7228884aeffc,Nick Phoenix,"Phoenix, Nick",Person,male,GB,1967,,"composer, “Two Steps From Hell” co‐founder",70
152f56df-321c-45d9-8fe0-6076c9b45b08,Thomas Bergersen,"Bergersen, Thomas",Person,male,NO,1980-07-04,,"composer, “Two Steps From Hell” co‐founder",70
34e10b51-b5c6-4bc1-b70e-f05f141eda1e,John Denver,"Denver, John",Person,male,US,1943-12-31,1997-10-12,,70
49c48b7f-1ff1-4f02-a1aa-ca1254b46ef2,Harry Belafonte,"Belafonte, Harry",Person,male,US,1927-03-01,2023-04-25,,70
8b2162c6-67f5-42f1-906e-cd50540da441,Charles Brauer,"Brauer, Charles",Person,male,DE,1935-07-03,,,70
d5c55b61-78b8-40c9-be1b-de7517c3aebb,Lightnin’ Hopkins,"Hopkins, Lightnin’",Person,male,US,1912-03-15,1982-01-30,,70
614e3804-7d34-41ba-857f-811bad7c2b7a,Dire Straits,Dire Straits,Group,,GB,1977,1995,,70
